"Destination","ISO2","Prefix","BillMinimum","BillIncrement","PerMinuteCost","Currency"
"United Kingdom Special Services G6","GB","44843392","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843393","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843402","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843404","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843411","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843414","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843420","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843453","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843455","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843459","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843462","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843464","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843465","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843469","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843470","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843471","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843472","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843473","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843474","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843479","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843480","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843486","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843487","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843490","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843493","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843497","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843502","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843503","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843506","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843507","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843508","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843509","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843510","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843515","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843523","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843524","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843525","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843526","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843529","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843532","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843536","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843538","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843542","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843543","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843544","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843549","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843552","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843554","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843556","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843557","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843558","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843561","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843579","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843592","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843593","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843596","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843608","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843609","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843629","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843633","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843634","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843636","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843637","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843645","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843646","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843647","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843648","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843649","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843651","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843654","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843656","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843658","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843659","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843676","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843681","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843695","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843701","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843708","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44843713","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","448440538","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","448440928","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844202","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844204","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844209","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844211","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844217","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844218","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844222","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844230","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844241","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844243","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844244","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844245","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844246","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844247","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844248","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844249","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844269","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844272","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844273","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844277","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844288","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844295","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844305","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844307","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844308","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844309","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844310","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844316","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844322","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844324","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844330","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844332","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844333","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844334","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844335","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844338","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844343","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844344","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844351","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844353","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844356","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844357","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844365","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844369","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844371","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844372","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844375","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844376","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844378","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844381","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844382","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844384","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844385","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844409","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","4484441","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844410","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844411","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844412","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844413","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844414","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844415","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844417","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844418","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844419","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844440","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844441","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844443","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844445","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844446","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844447","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844448","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844449","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844450","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844451","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844452","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844453","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844454","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844456","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844459","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844470","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844471","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844472","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844473","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844474","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844475","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844476","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844477","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844478","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844479","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844481","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844482","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844484","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844485","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844487","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844488","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844489","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","4484449","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844490","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844491","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844492","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844493","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844494","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844495","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844496","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844497","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844499","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844500","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844501","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844502","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844503","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844504","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844505","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844506","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844507","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844509","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844533","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844536","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844539","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844540","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844541","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844542","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844543","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844544","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844545","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844546","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844547","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844548","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844549","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844550","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844551","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844552","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844553","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844554","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844555","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844556","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844557","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844558","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844559","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844560","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844561","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844562","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844563","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844564","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844565","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844566","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844567","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844568","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844569","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844570","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844571","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844572","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844573","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844574","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844576","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844578","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844579","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","4484458","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844604","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844625","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844649","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844656","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844659","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","4484466","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844660","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844662","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844664","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844665","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844667","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844668","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844669","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844686","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844691","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844692","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844693","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844739","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844740","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844745","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844767","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844770","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844771","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844772","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844773","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844774","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844775","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844776","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844777","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844778","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844779","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844780","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844800","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844801","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844802","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844803","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844804","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844805","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844806","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844807","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844808","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844809","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844810","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844811","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844812","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844813","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844814","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844815","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844816","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844817","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844818","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844819","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844820","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844821","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844822","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844823","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844824","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844825","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844826","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844828","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844840","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844841","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844842","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844844","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844845","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844846","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844847","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844848","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844850","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844854","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844855","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844856","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844858","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844870","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844871","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844873","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844874","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844875","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844876","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844877","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844878","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844879","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844880","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844881","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844882","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844884","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844885","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844887","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844888","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844889","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844899","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844919","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844940","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844947","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844957","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844963","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844964","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844977","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844990","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844991","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844992","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844993","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844994","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844995","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844996","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844997","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844998","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44844999","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871248","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871355","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871540","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871541","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871542","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871545","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871546","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871548","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871549","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871580","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871581","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871582","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871583","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871584","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871585","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871587","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871588","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871589","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871614","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871617","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871840","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871841","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871842","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871843","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871844","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871845","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44871848","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872028","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872084","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872088","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872090","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872105","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872137","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872157","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872190","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872219","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872228","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872270","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872297","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872319","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872359","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872375","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872392","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872405","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872434","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872498","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872530","60","60","0.1787","USD"
"United Kingdom Special Services G6","GB","44872539","60","60","0.1787","USD"
"United Kingdom Special Services G7","GB","448710505","60","60","0.1785","USD"
"United Kingdom Special Services G7","GB","44871075","60","60","0.1785","USD"
"United Kingdom Special Services G7","GB","44871200","60","60","0.1785","USD"
"United Kingdom Special Services G7","GB","44871201","60","60","0.1785","USD"
"United Kingdom Special Services G7","GB","44871202","60","60","0.1785","USD"
"United Kingdom Special Services G7","GB","44871204","60","60","0.1785","USD"
"United Kingdom Special Services G7","GB","44871205","60","60","0.1785","USD"
"United Kingdom Special Services G7","GB","44871207","60","60","0.1785","USD"
"United Kingdom Special Services G7","GB","44871208","60","60","0.1785","USD"
"United Kingdom Special Services G7","GB","44871209","60","60","0.1785","USD"
"United Kingdom Special Services G7","GB","44871210","60","60","0.1785","USD"
"United Kingdom Special Services G7","GB","44871211","60","60","0.1785","USD"
"United Kingdom Special Services G7","GB","44871212","60","60","0.1785","USD"
"United Kingdom Special Services G7","GB","44871214","60","60","0.1785","USD"
"United Kingdom Special Services G7","GB","44871215","60","60","0.1785","USD"
"United Kingdom Special Services G7","GB","44871216","60","60","0.1785","USD"
